grade,substandard_description,substandard_id,direct_instructions,match_confidence,similarity_score,llm_explanation
3,Fluently divide within 100.,CCSS.MATH.CONTENT.3.OA.C.7+2,"Skill: Problem Solving | Grade: 3 | Sequence 1: Multiplication/division problems with the word ""each"" or ""every"" | Examples: Marcus has 4 boxes. In each box there are 6 pencils. How many pencils does Marcus have?; Tamara jogs 5 miles every day. How far will she jog in 3 days?; There are 20 students. The teacher wants to divide them into 4 equal groups. How many students will be in each group? | Sequence 2: Multiplication/division problems with the word ""per"" or a phrase using ""a"" | Examples: The ABC Company makes pens. They put 5 pens in a box. How many pens are in 3 boxes?; Rosa runs 2 miles per day. How many days will it take her to run 8 miles? | Sequence 3: Addition/subtraction problems with larger numerals | Examples: Travis ran 214 miles in January and 158 miles in February. How many more miles did he run in January?; There are 153 students in the school. If there are 61 girls in the school, how many boys are there? | Sequence 4: Multiplication/division problems with larger numerals | Examples: There are 35 students in every class. There are 5 classes in the school. How many students are in the school?; Jean worked 2 days. If she makes $16 a day, how much did she make?; Jill has 215 pencils. She wants to make bundles with 5 pencils in each bundle. How many bundles can she make? | Sequence 5: Addition/subtraction problems with distractors | Examples: There are 20 blue pencils, 5 red pencils, and 16 yellow pens in a bag. How many pencils are in the bag?; Bill weighed 120 pounds. He ran 5 miles. Now he weighs 117 pounds. How much did he lose?; Bill had 12 hats; 5 hats were old. He gave away 3 old hats. How many hats does he have left?",Very Low,0.034,
3,"Solve word problems involving the addition, subtraction, multiplication, or division of masses or volumes, with all measurements provided in the same unit",CCSS.MATH.CONTENT.3.MD.A.2+3,"Skill: Addition | Grade: 3 | Sequence 1: Adding three, four, or five multi-digit numbers; renaming in all or some columns totaling 20 or more | Examples: 892 + 1486 + 38 + 286 + 35; 8 + 4086 + 85 + 193 + 242; 3856 + 2488 + 1932 + 1583 | Visual Aids: Columnar addition format",Low,0.249,
3,Draw a scaled picture graph to represent a data set with several categories.,CCSS.MATH.CONTENT.3.MD.B.3+1,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very High,0.980,"The direct instruction format's first sequence explicitly addresses the core of the standard, covering the representation of data sets with several categories using scaled picture graphs. While the instruction expands to include bar graphs and problem-solving, it fully encompasses the specific skill of drawing/representing data with a scaled picture graph outlined in the standard."
3,Interpret a picture graph.,CCSS.MATH.CONTENT.3.MD.B.3+5,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.306,
3,Draw a scaled bar graph to represent a data set with several categories,CCSS.MATH.CONTENT.3.MD.B.3+2,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very High,0.950,"The direct instruction format's Sequence 1 directly and explicitly matches all key components of the curriculum standard: ""Represent a data set with several categories using scaled... bar graphs"" aligns perfectly with ""Draw a scaled bar graph to represent a data set with several categories."" The only minor divergence in Sequence 1 is the inclusion of picture graphs, but bar graphs are central. Sequences 2 and 3 address related but distinct skills (interpreting existing graphs, line plots) and do not detract from the strong alignment of Sequence 1 with the specific standard."
3,Interpret a scaled bar graph.,CCSS.MATH.CONTENT.3.MD.B.3+6,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very High,0.900,"The direct instruction format aligns strongly with the curriculum standard. Sequence 2, which focuses on ""Solve one- and two-step problems using information presented in scaled picture and bar graphs,"" directly addresses the skill of interpreting a scaled bar graph by requiring students to extract, compare, and synthesize information from the graph to answer questions. While Sequence 1 covers representation (a related but distinct skill) and Sequence 3 covers line plots (a different graph type), the explicit inclusion and detailed examples within Sequence 2 provide excellent coverage of ""Interpret a scaled bar graph."""
3,Solve problems on scaled bar graphs.,CCSS.MATH.CONTENT.3.MD.B.3+3,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.364,
3,"Create line plots to display measurement data with a horizontal scale marked off in whole numbers, halves, or quarters.",CCSS.MATH.CONTENT.3.MD.B.4+2,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.248,
3,Interpret a line plot.,CCSS.MATH.CONTENT.3.MD.B.4+3,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.229,
3,Identify rhombuses.,CCSS.MATH.CONTENT.3.G.A.1+6,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.186,
3,"Solve two-step additive-comparison problems that require combining or comparing results from categorical data represented in a pictograph, or bar graph with scaled intervals.",CCSS.MATH.CONTENT.3.MD.B.3+4,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very High,0.900,"The direct instruction format strongly aligns with the curriculum standard, accurately addressing all core components including two-step additive-comparison problems, combining and comparing results, and the use of scaled pictographs and bar graphs in Sequence 2, with examples that perfectly illustrate the standard. Sequence 1 provides essential foundational skills for graph representation. The inclusion of line plots in Sequence 3, while related to data analysis, introduces content beyond the specific graph types mentioned in the standard for this particular problem type, thus preventing a perfect 1.0 alignment, but the standard's requirements are fully met within the format."
3,Measure areas by counting unit squares.,CCSS.MATH.CONTENT.3.MD.C.6+1,"Skill: Symbol Identification and Place Value | Grade: 3 | Sequence 1: Reading and writing thousands numerals between 1,000 and 9,999 with no zeros in hundreds or tens column | Examples: Read 3,248; Read 7,151; Read 1,318; Write five thousand three hundred fourteen; Write two thousand six hundred forty-three | Visual Aids: Place value chart | Sequence 2: Reading and writing thousands numerals between 1,000 and 9,999 with a zero in the hundreds column | Examples: Read 7,025; Read 8,014; Read 2,092; Write five thousand seventy-two; Write one thousand forty | Visual Aids: Place value chart | Sequence 3: Reading and writing thousands numerals between 1,000 and 9,999 with zeros in the hundreds and/or tens columns | Examples: Read 7,025; Read 2,002; Read 1,409; Write six thousand eight; Write nine thousand four | Visual Aids: Place value chart | Sequence 4: Column alignment: Rewriting horizontal problems | Examples: Rewrite vertically: 35 + 1,083 + 245; Rewrite vertically: 4,035 - 23; Rewrite vertically: 8 + 2,835",Very Low,0.000,
3,Multiply side lengths to find areas of rectangles with whole-number side lengths for solving mathematical problems.,CCSS.MATH.CONTENT.3.MD.C.7.B+1,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.269,
3,"Given the area and a side, find the missing side length.",CCSS.MATH.CONTENT.3.MD.C.7.B+3,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.283,
3,"Identify quadrilaterals —including rhombuses, rectangles, squares, and parallelograms—by analyzing visible attributes such as number of sides, right angles, and equal-length sides.",CCSS.MATH.CONTENT.3.G.A.1+1,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.249,
3,Solve real-world word problems involving areas of rectangles with whole-number side lengths,CCSS.MATH.CONTENT.3.MD.C.7.B+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.184,
3,Use tiling to demonstrate that the area of a rectangle with whole-number side lengths a and b + c equals the sum of the areas a × b and a × c.,CCSS.MATH.CONTENT.3.MD.C.7.C+1,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.399,
3,Recognize area as an additive property.,CCSS.MATH.CONTENT.3.MD.C.7.D+1,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.162,
3,Solve problems involving the area of composite figures.,CCSS.MATH.CONTENT.3.MD.C.7.D+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.220,
3,Solve mathematical problems involving perimeters of polygons.,CCSS.MATH.CONTENT.3.MD.D.8+1,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.148,
3,"Solve perimeter problems for squares and rectangles where students must infer equal opposite sides: only one side is given for a square, and only the length and width are given for a rectangle.",CCSS.MATH.CONTENT.3.MD.D.8+6,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.270,
3,Solve perimeter problems in which the perimeter is given but a side length is missing.,CCSS.MATH.CONTENT.3.MD.D.8+3,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.133,
3,Solve word problems involving perimeters of polygons.,CCSS.MATH.CONTENT.3.MD.D.8+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.119,
3,"Compare quadrilaterals to determine how shared attributes group them into larger or overlapping categories (e.g., explaining why every square is both a rectangle and a rhombus).",CCSS.MATH.CONTENT.3.G.A.1+2,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.167,
3,"Solve word problems involving area, perimeter, and side length.",CCSS.MATH.CONTENT.3.MD.D.8+4,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.169,
3,"Given multiple shapes, determine which shapes have the same area.",CCSS.MATH.CONTENT.3.MD.D.8+7,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Very Low,0.097,
3,Solve problems with rectangles with the same perimeter and different areas or with the same area and different perimeters.,CCSS.MATH.CONTENT.3.MD.D.8+5,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Low,0.221,
3,"Recognize and describe basic geometric features: edges, vertices, parallel sides, and right angles.",CCSS.MATH.CONTENT.3.G.A.1+3,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.273,
3,"Determine if an angle is greater than, equal to, or less than a right angle.",CCSS.MATH.CONTENT.3.G.A.1+4,Skill: Data Analysis | Grade: 3 | Sequence 1: Represent a data set with several categories using scaled picture and bar graphs | Visual Aids: Scaled picture graph with several categories; Scaled bar graph with several categories | Sequence 2: Solve one- and two-step problems using information presented in scaled picture and bar graphs | Examples: How many students choose blue or orange as their favorite color? Is this more or less than the number of students who choose green as their favorite color?; Which group is greater: the number of students who chose orange or pink as their favorite color or the number of students who chose black or green? | Visual Aids: Scaled picture graph; Scaled bar graph | Sequence 3: Represent data on a line plot using a scale of less than 1 | Visual Aids: Line plot with scale to the nearest 1/4 inch; Line plot with scale to the nearest 1/2 inch,Very Low,0.192,
3,Write the time shown on the clock.,CCSS.MATH.CONTENT.3.MD.A.1+3,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.185,
3,Explain patterns in an arithmetic pattern.,CCSS.MATH.CONTENT.3.OA.D.9+2,Skill: Fractions | Grade: 3 | Sequence 1: Reading and writing mixed numerals | Examples: Write two and one-third; Write four and two-fifths; Write six and one-half; Read these numerals: 2 1/3; Read these numerals: 4 2/5 | Sequence 2: Writing a fraction as an equivalent to one whole group | Examples: 4/4 =; 3/3 =,Very Low,0.136,
3,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape",CCSS.MATH.CONTENT.3.G.A.2+1,"Skill: Geometry | Grade: 3 | Sequence 1: Find the perimeter | Examples: Find the perimeter of this square. | Visual Aids: A square with side lengths labeled '4""'. | Sequence 2: Find the area of rectangle or square | Examples: Find the area of this rectangle. | Visual Aids: A rectangle with side lengths labeled '3""' and '6""'. | Sequence 3: Identify parallel lines | Examples: Circle each group of parallel lines. | Visual Aids: Diagrams showing groups of parallel and non-parallel lines. | Sequence 4: Identify perpendicular lines | Examples: Circle each group of perpendicular lines. | Visual Aids: Diagrams showing groups of perpendicular and non-perpendicular lines. | Sequence 5: Identify a parallelogram | Examples: Circle each parallelogram. | Visual Aids: Images of parallelograms and other quadrilaterals. | Sequence 6: Draw a line segment | Examples: Draw the line segment CD. | Visual Aids: Four points labeled A, B, C, and D.",Low,0.331,
