skill,format_number,title,grade,flattened_content
Symbol Identification and Place Value,5.6,WRITING TEEN NUMERALS USING PLACE VALUE CONCEPTS,0,"Format 5.6 | Title: WRITING TEEN NUMERALS USING PLACE VALUE CONCEPTS | Parts: Part: Part A: Preskill—Components of Teen Numbers | Steps: Step 1 | Teacher: You're going to write teen numerals. Remember, the ending 'teen' tells you the numeral has one ten in the tens column. I write a 1 for the teen and a 9. Listen: 16. Write a 1 for the teen and then a 6. Listen: 19. What do I write for 19? I write a 1 for the teen and a 4. Listen: 14. What do I write for 14? || Step 2 | Teacher: Your turn. 14. What do you write? (Monitor students as they write.) | Student: A 1 for the teen and a 4. || Step 3 | Teacher: (Repeat step 2 with 16, 19, 17, 18.) || Step 4 | Teacher: (Give individual turns to several students on step 3.) || Part: Part B: Structured Board Presentation | Steps: Step 1 | Teacher: (Display the following place value chart.) tens ones || Step 2 | Teacher: (Highlight the tens column.) This is where we write a 1 for the ten. Remember, for one ten we say 'teen.' What do we say for one ten? | Student: Teen || Step 3 | Teacher: What do I write for 14? (Write the numeral on the chart.) | Student: A 1 for the teen and a 4. || Step 4 | Teacher: (Repeat step 3 with 17, 19, 16, 18.) || Step 5 | Teacher: (Call on students.) Read each numeral on the chart. (Highlight as students read.) || Part: Part C: Structured Worksheet—Dictation | Steps: Step 1 | Teacher: Touch the space for problem a. You're going to write 14. What number? | Student: 14 || Step 2 | Teacher: What do you write for 14? | Student: A 1 for the teen and a 4. || Step 3 | Teacher: Write 14. (Monitor students as they write.) Read the numeral you just wrote. | Student: 14 || Step 4 | Teacher: (Repeat steps 1-3 for 16, 19, 14, 17, 18.) || Part: Part D: Less Structured Worksheet—Dictation | Steps: Step 1 | Teacher: (Provide students a digital worksheet with a place value chart.) You're going to write 14 on the first line. What are you going to write? Write 14. | Student: 14 || Step 2 | Teacher: (Repeat step 1 with 16, 18, 19, 17.)"
Symbol Identification and Place Value,5.7,READING TENS NUMERALS USING PLACE VALUE CONCEPTS,0,"Format 5.7 | Title: READING TENS NUMERALS USING PLACE VALUE CONCEPTS | Parts: Part: Part A: Preskill-Counting by tens | Steps: Step 1 | Teacher: (Show students a diagram of piles of 10 blocks.) Each pile has 10 blocks. How many blocks in each pile? | Student: 10 || Step 2 | Teacher: Count by 10 each time I touch a pile. (Touch piles.) | Student: 10, 20, 30, 40, 50 || Step 3 | Teacher: How many blocks in all? Right, five tens equal 50. (Repeat steps 2 and 3 with two tens and four tens.) | Student: 50 || Part: Part B: Preskill-Tens Facts | Steps: Step 1 | Teacher: Let's practice with groups of 10. Listen. Three tens equal 30. What do three tens equal? | Student: 30 || Step 2 | Teacher: What do two tens equal? (Repeat with five tens, three tens, six tens, eight tens, and four tens until students can respond correctly to all examples.) | Student: 20 || Step 3 | Teacher: (Present individual turns on step 2.) || Part: Part C: Structured Board Presentation | Steps: Step 1 | Teacher: (Display a place value chart with 4 in tens, 6 in ones.) (Highlight tens column.) What column? (Highlight ones column.) What column? | Student: tens column ones column || Step 2 | Teacher: How many tens? What do four tens equal? | Student: 4 40 || Step 3 | Teacher: How many ones? What is 40 and 6? So what does the whole numeral say? (Repeat steps 2 and 3 with 52, 38, 93, 81.) | Student: 6 46 46 || Part: Part D: Less Structured Board Presentation | Steps: Step 1 | Teacher: (Display a place value chart with 7 in tens, 2 in ones.) What does this whole numeral say? || Step 2 | Teacher: (Repeat step 1 with 95, 20, 16, 31, 47, 50, 12.) || Step 3 | Teacher: (Give individual turns to several students.) || Part: Part E: Less Structured Worksheet | Steps: Step 1 | Teacher: (Display student worksheet.) Let's find out how many blocks are in this picture. How many piles of tens are there? | Student: 3 || Step 2 | Teacher: What do three tens equal? | Student: 30 || Step 3 | Teacher: But we're not done. (Highlight four remaining blocks.) We have to count these blocks. (Highlight tens group.) We have 30 blocks here. Start counting at 30 then touch these blocks as we count. (Count 30, 31, 32, 33, 34.) | Student: 30, 31, 32, 33, 34 || Step 4 | Teacher: How many blocks in the picture? Put a circle around the numeral 34. | Student: 34 || Step 5 | Teacher: (Provide students with similar problems on worksheets for additional practice.)"
Symbol Identification and Place Value,5.8,WRITING TENS NUMERALS USING PLACE VALUE CONCEPTS,0,"Format 5.8 | Title: WRITING TENS NUMERALS USING PLACE VALUE CONCEPTS | Parts: Part: Part A: Preskill—Expanded Notation | Steps: Step 1 | Teacher: Say this number: 84. | Student: 84 || Step 2 | Teacher: Eighty-four equals 80 and 4. What does 84 equal? What's the first part of 84? | Student: 80 and 4 80 || Step 3 | Teacher: Eighty-four equals 80 and what else? | Student: 4 || Step 4 | Teacher: (Repeat steps 1-3 with 72, 95, 88, 43.) || Part: Part B: Preskill—Tens Facts | Steps: Step 1 | Teacher: Twenty has two tens. How many tens in 20? | Student: 2 || Step 2 | Teacher: How many tens in 40? | Student: 4 || Step 3 | Teacher: (Repeat step 3 with 80, 30, 60, 20, 50.) || Step 4 | Teacher: (Give individual turns to several students.) || Part: Part C: Structured Board Presentation | Steps: Step 1 | Teacher: (Display a place value chart.) I want to write some big numerals. When we write big numerals, we write the tens first. Then we write the ones. What do we write first? What do we write next? | Student: the tens the ones || Step 2 | Teacher: Listen: 84. What is the first part of 84? | Student: 80 || Step 3 | Teacher: How many tens in 80? So I write 8 in the tens column. (Write 8 in the tens column.) Eighty equals eight tens. | Student: 8 || Step 4 | Teacher: Listen: Eighty-four equals 80 and what else? So I write 4 in the ones column. (Write 4 in the ones column.) | Student: 4 || Step 5 | Teacher: What numeral did I just write? | Student: 84 || Step 6 | Teacher: How many tens in 84? How many ones in 84? | Student: 8 4 || Step 7 | Teacher: (Repeat steps 2-6 with several examples.) || Part: Part D: Structured Worksheet Presentation | Steps: Step 1 | Teacher: Touch a. Next to a, you are going to write 79. What are you going to write? || Step 2 | Teacher: What is the first part of 79? How many tens in 70? Write 7 in the tens column. | Student: 70 7 || Step 3 | Teacher: Seventy-nine equals 70 and what else? Write 9 in the ones column. | Student: 9 || Step 4 | Teacher: What numeral did you write? | Student: 79 || Step 5 | Teacher: How many tens in 79? | Student: 7 || Step 6 | Teacher: How many ones in 79? | Student: 9 || Step 7 | Teacher: (Repeat steps 1-6 with 45, 19, 84, 76, and 12.) || Part: Part E: Less Structured Worksheet—Dictation | Steps: Step 1 | Teacher: You're going to write a numeral on each line. || Step 2 | Teacher: Touch line a. || Step 3 | Teacher: You're going to write 49. What are you going to write? | Student: 49 || Step 4 | Teacher: Write 49. | Student: Students write 49. || Step 5 | Teacher: (Repeat steps 2-4 with 73, 20, 99, 14, 51, 42, 61, 17.)"
Symbol Identification and Place Value,5.9,READING HUNDREDS NUMERALS USING PLACE VALUE,2,"Format 5.9 | Title: READING HUNDREDS NUMERALS USING PLACE VALUE | Grade: 2 | Parts: Part: Part A: Structured Board Presentation | Description: Note: When presenting examples with a 1 in the tens column, present the following steps instead of steps 3, 4, and 5 in the format. The following example shows how to teach the number 514. Teacher: What column is this? Student: tens. Teacher: How many tens do we have? Student: 1. Teacher: How many ones do we have? Student: 4. Teacher: We have one 10 and four ones, so what do we say? Student: 14. Teacher: Let's read the whole numeral. (Highlight 5.) What do we say for this? Student: 500. Teacher: (Highlight 14.) What do we say for these? Student: 14. Teacher: Say the whole numeral. Student: 514. | Steps: Step 1 | Teacher: (Show students a diagram of a place value chart with 548.) (Highlight appropriate column as you say the following.) This is the hundreds column. This is the tens column. This is the ones column. Tell me the names of the columns. (Highlight the columns, starting with hundreds; repeat until students are firm.) | Student: hundreds, tens, ones || Step 2 | Teacher: The first thing we do when we read a numeral is identify the column the numeral starts in. (Highlight 5 in 548.) What column does this numeral start in? How many hundreds do we have? What do five hundreds equal? | Student: hundreds 5 500 || Step 3 | Teacher: (Highlight 4.) What column is this? How many tens do we have? What do four tens equal? | Student: tens 4 40 || Step 4 | Teacher: (Highlight 8.) What column is this? How many ones do we have? What do we say? | Student: ones 8 8 || Step 5 | Teacher: Let's read the whole numeral. When I touch each numeral, you tell me what it says. (Highlight 5, pause a second, touch 5.) (Highlight 4, pause a second, touch 4.) (Highlight 8, pause a second, touch 8.) | Student: 500 40 8 || Step 6 | Teacher: Say the whole numeral. | Student: 548 || Step 7 | Teacher: (Repeat steps 2-6 with 697, 351, 874, 932, all written in place value charts.) || Part: Part B: Less Structured Board Presentation | Steps: Step 1 | Teacher: (Display the following chart on the screen.) hundreds tens ones 4 4 6 || Step 2 | Teacher: Now we are going to read the numerals without saying the parts first. This time when I highlight, you are going to tell me the whole numeral. (Highlight 446 and then pause 2-3 seconds.) | Student: 446 || Step 3 | Teacher: (Repeat step 2 with 249, 713, 321, 81, 720, 740.) || Step 4 | Teacher: (Give individual turns to several students.)"
Symbol Identification and Place Value,5.10,WRITING HUNDREDS NUMERALS USING PLACE VALUE CONCEPTS,2,"Format 5.10 | Title: WRITING HUNDREDS NUMERALS USING PLACE VALUE CONCEPTS | Grade: 2 | Parts: Part: Part A: Structured Worksheet Presentation—Dictation | Steps: Step 1 | Teacher: (Provide students a digital worksheet with a place value chart.) You are going to write hundreds numerals. Touch the hundreds column. Touch the tens column. Touch the ones column. (Monitor responses.) || Step 2 | Teacher: What's the first part of 648? So what column do you start writing in? How many hundreds in 600? Write 6 in the hundreds column. | Student: 600 hundreds 6 || Step 3 | Teacher: What column comes next? Do you hear a tens number in 648? How many tens? Write 4 in the tens column. | Student: tens yes 4 || Step 4 | Teacher: What column comes next? Do you hear a ones number in 648? How many ones? Write 8 in the ones column. | Student: ones yes 8 || Step 5 | Teacher: We finished. How many hundreds in 648? How many tens in 648? How many ones in 648? Read the numeral you wrote. | Student: 6 4 8 648 || Step 6 | Teacher: (Repeat steps 2-5 with 326, 463, 825, 253, 866.) || Part: Part B: Supervised Practice | Steps: Step 1 | Teacher: (Provide students a digital worksheet.) The instructions tell you to write the numerals. || Step 2 | Teacher: Item a. Read the words. | Student: two hundred sixty-one || Step 3 | Teacher: Write the numeral. (Monitor responses.) || Step 4 | Teacher: (Repeat steps 2 and 3 with a few examples and then have them complete the rest of the worksheet independently.)"
Symbol Identification and Place Value,5.11,READING THOUSANDS NUMERALS USING PLACE VALUE CONCEPTS,3,"Format 5.11 | Title: READING THOUSANDS NUMERALS USING PLACE VALUE CONCEPTS | Grade: 3 | Parts: Part: Part A: Structured Board Presentation | Steps: Step 1 | Teacher: When a big number has one comma, the comma tells about thousands. Here's the rule: The numeral in front of the comma tells how many thousands. What does the numeral in front of the comma tell? | Student: how many thousands || Step 2 | Teacher: (Display 6,781 on the screen.) What numeral comes in front of the comma? So what is the first part of the numeral? | Student: 6 6 thousand || Step 3 | Teacher: (Highlight 781.) Get ready to read the rest of the numeral. | Student: 781 || Step 4 | Teacher: Now you are going to read the whole numeral. (Highlight 6, then comma, then 781.) | Student: 6,781 || Step 5 | Teacher: (Repeat steps 2-4 with these numerals: 2,145; 3,150; 5,820; 6,423.) || Step 6 | Teacher: (Give individual turns to several students.) || Part: Part B: Less Structured Board Presentation | Steps: Step 1 | Teacher: (Display 3,820 on the screen.) Read this numeral. | Student: 3,820 | Notes: To correct: Repeat steps 2-4 from Part A. || Step 2 | Teacher: (Repeat step 1 with 9,270; 3,174; 3,271; 9,563; 4,812.) || Step 3 | Teacher: (Give individual turns to several students.)"
Symbol Identification and Place Value,5.12,EXPANDED NOTATION,1,"Format 5.12 | Title: EXPANDED NOTATION | Grade: 1 | Parts: Part: Part A: Expanded Notation | Steps: Step 1 | Teacher: Count by hundreds to 900. Get ready, count. Now count by tens to 90. Get ready, count. | Student: 100, 200, 300, 400, 500, 600, 700, 800, 900 10, 20, 30, 40, 50, 60, 70, 80, 90 || Step 2 | Teacher: Listen to this number: 428. Do you hear hundreds in 428? What hundreds number? | Student: Yes 400 || Step 3 | Teacher: Listen again: 428. Do you hear a tens number in 428? What tens number? | Student: Yes 20 || Step 4 | Teacher: Listen again: 428. Do you hear a ones number in 428? What ones number? | Student: Yes 8 || Step 5 | Teacher: 428 = 400 + 20 + 8. Say it with me. Say it by yourselves. | Student: 428 = 400 + 20 + 8 428 = 400 + 20 + 8 || Step 6 | Teacher: (Repeat steps 2-5 with 362, 624, and 139.) || Step 7 | Teacher: (Give individual turns on steps 2-5 to several students.) || Part: Part B: Structured Board Presentation | Steps: Step 1 | Teacher: Listen to this number: 624. Say the number. | Student: 624 || Step 2 | Teacher: Now listen to me say 624 as an addition problem: 600 + 20 + 4 || Step 3 | Teacher: Your turn. Say 624 as an addition problem. | Student: 600 + 20 + 4 || Step 4 | Teacher: (Repeat step 3 with 528, 55, 871, 29, and 314.) || Part: Part C: Structured Worksheet | Steps: Step 1 | Teacher: Listen. Say 472 as an addition problem. I'll write 472 as an addition problem. (Display on the screen 400 + 70 + 2.) | Student: 400 + 70 + 2 || Step 2 | Teacher: Listen. Say 528 as an addition problem. Write 528 as an addition problem (Monitor student responses.) | Student: 500 + 20 + 8 || Step 3 | Teacher: (Repeat step 2 with 94, 427, 35, 53, and 266.) || Part: Part D: Supervised Practice | Description: Provide students worksheets with problems like the following. Have students write each numeral on the worksheet as an addition problem. Monitor students' responses. | Steps: Step 1 | Teacher: Complete the expanded notation problems on the worksheet. | Notes: Worksheet problems include items like: a. 624 = ___ + ___ + ___ b. 386 = ___ + ___ + ___"
Symbol Identification and Place Value,5.13,COLUMN ALIGNMENT,1,"Format 5.13 | Title: COLUMN ALIGNMENT | Grade: 1 | Parts: Part: Procedure | Steps: Step 1 | Teacher: Touch problem a. I'll read it. 42 + 361 + 9. Problem a has been rewritten in a column. When we write column problems we write the largest numeral first, followed by the rest of the numerals. Touch the column problem. (Check.) The largest numeral is on top. What is that numeral? Then the next largest numeral is written below. What numeral is that? The smallest numeral is on the bottom. What is the smallest numeral? | Student: 361 42 9 || Step 2 | Teacher: Touch problem b. (Check.) Read the problem. | Student: 7 + 604 + 32 || Step 3 | Teacher: You are going to write the numerals in a column. You will write the largest numeral first. What is the largest numeral? Write it and then cross out 604 in the row problem. (Check.) | Student: 604 || Step 4 | Teacher: What is the next largest numeral? What column does 32 start in? Write 32 and cross it out in the row problem. (Check.) | Student: 32 tens || Step 5 | Teacher: Now get ready to write the smallest numeral. What is the smallest numeral? What column will you start writing in? Write 7 and cross it out in the row problem. (Check.) | Student: 7 ones || Step 6 | Teacher: Have you crossed out all the numerals in the row problem? What kind of problem is this? Write in the sign. You are done writing the problem. Now work it. (Check.) | Student: yes addition || Step 7 | Teacher: (Repeat steps 2-6 with four more problems.)"
Basic Facts,6.1,PLUS-ONE FACTS,,"Format 6.1 | Title: PLUS-ONE FACTS | Parts: Part: Part A: Next Number | Steps: Step 1 | Teacher: When I signal, you say the next number. || Step 2 | Teacher: Present: 1, 2, 3, 4, ffiivve (signal). | Student: 6 | Notes: To correct: My turn: 1, 2, 3, 4, ffiivve (signal), 6. New problem. Tell me the next number: 3, 4, 5, 6, ssevvenn (signal). Repeat step 2 with 3, 4, ffiivve and 7, 8, nniinne. || Step 3 | Teacher: When I signal, you say the next number. Sssiiixxx (signal). | Student: 7 | Notes: To correct: My turn: sssiiixxx (signal), 7. || Step 4 | Teacher: Repeat step 3 starting with 8, 4, 9, 2, 5. Give individual turns to several students. || Part: Part B: Plus-One Rule with Stretch Prompt | Steps: Step 1 | Teacher: Everyone listen to the rule. When you plus one, you say the next number. My turn: ffoouurr + 1 = 5. Eeighht + 1 = 9. || Step 2 | Teacher: Get ready to tell me the answers to some plus-one problems. Remember to say the next number: 5 + 1, ffiivve + 1 = (signal). | Student: 6 | Notes: Yes, 5 + 1=6. To correct: Listen: 5. What number comes next? So 5 + 1 = 6. || Step 3 | Teacher: Listen: 3 + 1. Thrreee + 1 = how many? (Signal.) | Student: 4 | Notes: Yes, 3 + 1=4. Present step 3 with examples like the following until students answer all plus-one problems in a row correctly: 9 + 1, 7 + 1, 2 + 1, 8 + 1, 4 + 1. || Part: Part C: Plus-One Rule without Prompt | Steps: Step 1 | Teacher: Remember, when you plus one, you say the next number. || Step 2 | Teacher: 8 + 1 = (pause, then signal). | Student: 9 | Notes: Say the whole statement. 8 + 1=9 || Step 3 | Teacher: Repeat step 2 with the following examples: 4 + 1, 7 + 1, 5 + 1, 9 + 1."
Basic Facts,6.2,SERIES SAYING,,"Format 6.2 | Title: SERIES SAYING | Parts: Part: Part A: Reading Statements | Steps: Step 1 | Teacher: Display the following problems: 5 + 2 = 7, 6 + 2 = 8, 7 + 2 = 9, 8 + 2 = 10. Everybody, I'll highlight them. You read. Get ready. (Highlight numerals and symbols in each statement. Repeat step 1 until students can read statements at a rate of a statement each 3 seconds.) | Student: 5 + 2 = 7, 6 + 2 = 8, 7 + 2 = 9, 8 + 2 = 10 || Part: Part B: Reading Statements with Answers Erased | Steps: Step 1 | Teacher: Now I'm going to erase the answers. Now read the statement and tell me the answer. | Student: 5 + 2 = 7, 6 + 2 = 8, 7 + 2 = 9, 8 + 2 = 10 | Notes: To correct: Respond with students until they appear able to respond without assistance. || Part: Part C: Saying Statements | Steps: Step 1 | Teacher: Now I'll make it even harder and erase everything. Get ready to say the statements starting with 5 + 2. | Student: 5 + 2 = 7, 6 + 2 = 8, 7 + 2 = 9, 8 + 2 = 10 || Step 2 | Teacher: Repeat Part C until all students respond correctly and then present individual turns. || Part: Part D: Random Fact Drill | Steps: Step 1 | Teacher: Display facts in random order: 7 + 2, 5 + 2, 6 + 2, 8 + 2. When I signal, say the whole statement with the answer. || Step 2 | Teacher: Highlight 7 + 2, pause 2 seconds, then signal. | Student: 7 + 2 = 9 || Step 3 | Teacher: Repeat step 2 with remaining facts. || Step 4 | Teacher: Repeat step 3 until students can respond to all facts with a 1-second pause."
Basic Facts,6.3,THREE-NUMBER FACT FAMILIES: ADDITION AND MULTIPLICATION FACTS,,"Format 6.3 | Title: THREE-NUMBER FACT FAMILIES: ADDITION AND MULTIPLICATION FACTS | Parts: Part: Part A: Structured Board Presentation | Steps: Step 1 | Teacher: Display boxes and the numbers 8 and 2. State: I want to make addition statements using the numbers 8 and 2. I'll write the big number in the box. What is 8 + 2? (Display 10 in the big box.) (Display 8 + 2 = 10 on the first set of lines.) | Student: 10 || Step 2 | Teacher: We can make another addition statement. If 8 + 2 = 10, then 2 + 8 = 10. (Display 2 + 8 = 10 on the second set of lines.) Say the statement that begins with 8. Say the statement that begins with 2. | Student: 8 + 2 = 10, 2 + 8 = 10 || Step 3 | Teacher: (Erase statements.) Let's say both statements we can make with the numbers 8, 2, and 10. Say the statement that begins with 8. Say the statement that begins with 2. | Student: 8 + 2 = 10, 2 + 8 = 10 || Step 4 | Teacher: Display boxes and the numbers 5 and 2. Ask: What's the big number that goes with 5 and 2? Say an addition statement using those numbers. Start with 5. (Pause.) Say the other addition statement that starts with 2. (Pause.) | Student: 5 + 2 = 7, 2 + 5 = 7 | Notes: To correct: What does 5 + 2 equal? Yes, 7 is the big number. Repeat step 4 with 6 and 2, 9 and 2. || Part: Part B: Discrimination Practice | Steps: Step 1 | Teacher: Now let's see if you can tell me the answers to some problems. What is 2 + 6? (Pause.) | Student: 8 | Notes: Repeat with 2 + 8, 2 + 5, 2 + 7. Repeat Part B until students can respond to any fact with only a 1-second pause."
Basic Facts,6.4,THREE-NUMBER FACT FAMILIES: SUBTRACTION AND DIVISION FACTS,,"Format 6.4 | Title: THREE-NUMBER FACT FAMILIES: SUBTRACTION AND DIVISION FACTS | Parts: Part: Part A: Structured Board Presentation | Steps: Step 1 | Teacher: Display lines and symbols for a fact family. Ask: What big number goes with 5 and 3? (Pause.) (Display 8 in the box.) | Student: 8 | Notes: To correct: 5 + 3 = what number? || Step 2 | Teacher: We can use the numbers 5, 3, and 8 to figure out subtraction statements. When you subtract, you always start with the big number. What is the big number? So, I'll write 8 at the start of these subtraction problems. | Student: 8 || Step 3 | Teacher: Listen: 8-3. What will I end up with? Say the first statement. (Display 8-3 = 5.) | Student: 5, 8-3 = 5 || Step 4 | Teacher: Listen: 8-5. What will I end up with? Say the whole statement. (Display 8-5 = 3.) | Student: 3, 8-5 = 3 || Step 5 | Teacher: Say both subtraction statements. | Student: 8-3 = 5, 8-5 = 3 | Notes: Repeat steps 1-5 with 3 and 4, 6 and 3. || Part: Part B: Structured Worksheet | Steps: Step 1 | Teacher: Give students worksheets with problems similar to these. Select box a. You have to use the three numbers to make up statements. First, say the addition statements. || Step 2 | Teacher: Say an addition statement that starts with 3. (Pause.) Say the other addition statement. Write the addition statements. (Check students' work.) | Student: 3+4 = 7, 4 + 3 = 7 || Step 3 | Teacher: Now we'll write the subtraction statements. Which number will go first in both subtraction statements? Say the subtraction fact that begins 7-3. Say the subtraction fact that begins 7-4. Write the subtraction statements. (Check students' work.) | Student: 7, 7-3 = 4, 7-4 = 3 | Notes: Repeat steps 1-3 with remaining examples."
Addition,7.1,EQUALITY INTRODUCTION,0,"Format 7.1 | Title: EQUALITY INTRODUCTION | Parts: Part: Part A: Structured Board Presentation | Steps: Step 1 | Teacher: (Display the following problem.) (Highlight equal sign.) This is an equal sign. What is this? | Student: Equal sign || Step 2 | Teacher: Here's a rule: We must end with the same number on this side (highlight left side of equal) and the other side of the equal sign. || Step 3 | Teacher: (Highlight left side.) Let's see if we end with the same number on this side and on the other side. || Step 4 | Teacher: (Highlight left side.) Count the lines on this side as I highlight them. (Highlight each line as students count.) | Student: 1, 2, 3, 4, 5 || Step 5 | Teacher: How many did we end with on this side? | Student: 5 || Step 6 | Teacher: So we must end with 5 on the other side. (Highlight right side.) || Step 7 | Teacher: Let's count the lines. (Highlight as students count.) Did we end with 5? So the sides are equal. We ended with the same number on this side and the other side. | Student: 1, 2, 3, 4, 5 Yes || Part: Part B: Less Structured Board Presentation | Steps: Step 1 | Teacher: (Display the following problem.) Listen to the equal rule: We must end with the same number on this side and on the other side of the equal sign. Present the equal rule. (Repeat rule with students until they can say it without assistance.) || Step 2 | Teacher: Let's see if the sides are equal. || Step 3 | Teacher: (Highlight left side.) How many do we end with on this side? (Pause, signal.) | Student: 4 || Step 4 | Teacher: (Highlight right side.) How many do we end with on this side? (Pause, signal.) | Student: 2 || Step 5 | Teacher: Do we end with the same number on this side (highlight the right side) and on the other side? | Student: No || Step 6 | Teacher: Are the sides equal? | Student: No || Step 7 | Teacher: The sides are not equal, so I don't write an equal sign. (Repeat steps 1-7 with several examples, half equal and half unequal. Give individual turns to several students.) || Part: Part C: Less Structured Worksheet | Steps: Step 1 | Teacher: (Provide students with a worksheet with these problems.) || Step 2 | Teacher: Present the equal rule. | Student: We must end with the same number on this side and on the other side of the equal sign. || Step 3 | Teacher: Count and see if the sides are equal. (Pause.) Are the sides equal? | Student: No | Notes: To correct: (Highlight left side). Count these lines. Tell me how many you end with. (Highlight right side.) Count these lines. Tell me how many you end with. Did you end with the same number on this side and the other side? || Step 4 | Teacher: Do you write in an equal? | Student: No || Step 5 | Teacher: (If answer to 3 is yes, write the equal.) (Repeat steps 1-5 with remaining problems.)"
Addition,7.2,TEACHING ADDITION THE SLOW WAY,0,"Format 7.2 | Title: TEACHING ADDITION THE SLOW WAY | Parts: Part: Part A: Structured Board Presentation | Steps: Step 1 | Teacher: (Display the following problem.) 5 + 3 = □ Read the problem. (Highlight the equal sign.) What is this? | Student: 5 + 3 = how many? Equal || Step 2 | Teacher: Listen to the equal rule: We must end with the same number on this side (highlight 5 + 3) and on the other side (highlight box) of the equal sign. What is the equal rule? | Student: We must end with the same number on this side and on the other side of the equal sign. || Step 3 | Teacher: (Highlight 5.) How many in the first group? I'll draw five lines under the 5. Count as 1 draw the lines. (Draw five lines on the horizontal line under the 5.) | Student: 5 1, 2, 3, 4, 5 || Step 4 | Teacher: (Highlight + 3.) This says 'plus three.' Plus tells us to draw more lines, so I draw three lines under the 3. Count as I draw the lines. (Draw three lines on the horizontal line under the 3.) | Student: 1, 2, 3 || Step 5 | Teacher: We've drawn all the lines on this side. Let's count and see what we end with. Count the lines. What number did we end with? We must end with the same number on this side and on the other side of the equal sign. | Student: 1, 2, 3, 4, 5, 6, 7, 8 8 || Step 6 | Teacher: (Highlight 5 + 3.) We ended with 8 on this side. So what number must we end with on the other side? I'll draw the lines. You count and tell me when to stop. (Draw lines on the horizontal line under the box.) 5 + 3 = □ Hill III lllllll | Student: 8 1, 2, 3, 4, 5, 6, 7, 8, stop | Notes: To correct: If children don't say stop after 8, keep drawing lines, then say, We made a mistake. You have to tell me to stop. (Repeat from step 5.) || Step 7 | Teacher: The lines under a box tell what numeral goes in the box. How many lines are under the box? So what numeral goes in the box? (Write 8 in the box.) What does 5 + 3 equal? | Student: 8 8 8 || Step 8 | Teacher: Present the whole statement. | Student: 5 + 3 = 8 || Step 9 | Teacher: (Repeat steps 1-8 until students can answer several problems with no errors.) || Part: Part B: Structured Worksheet Presentation | Description: (Here is a sample worksheet item.) a. 5 + 3 = □ | Steps: Step 1 | Teacher: Focus on problem a. || Step 2 | Teacher: Read the problem. Get ready. | Student: 5 + 3 = how many? || Step 3 | Teacher: How many in the first group? Make the lines. | Student: 5 Students draw five lines. || Step 4 | Teacher: The next part of the problem says plus 3. What do you do when you plus 3? | Student: Make three lines. || Step 5 | Teacher: Make the lines under the 3. | Student: Students draw three lines. || Step 6 | Teacher: Let's count all the lines on this side. Look at the first line. (Check.) Count the lines. | Student: 1, 2, 3, 4, 5, 6, 7, 8 || Step 7 | Teacher: How many lines did we end with? | Student: 8 || Step 8 | Teacher: So how many must we end with on the other side of the equal? | Student: 8 || Step 9 | Teacher: Make the lines and write the numeral. || Step 10 | Teacher: What does 5 + 3 equal? | Student: 8 || Step 11 | Teacher: Present the statement. (Repeat steps 1-11 with additional problems.) | Student: 5 + 3 = 8 || Part: Part C: Less Structured Worksheet | Steps: Step 1 | Teacher: (Provide students with worksheets with problems.) Focus on problem a. 6 + 3 = □ || Step 2 | Teacher: Read the problem. | Student: 6 + 3 = how many? || Step 3 | Teacher: First you make six lines, then you plus. How do you plus 3? | Student: Make three lines. || Step 4 | Teacher: Make the sides equal and fill in the missing numeral. (Check.) || Step 5 | Teacher: What does 6 + 3 equal? | Student: 9 || Step 6 | Teacher: Present the statement. (Repeat steps 1-6 with additional problems.) | Student: 6 + 3 = 9"
